kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.042,0.351,193.79,0.8,2.7,15.1,0.0,5888,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
trsv_lt_exec,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.042,0.396,1289.62,4.5,1.1,7.7,0.018,67349.3,barrier,"'barrier' stall dominant at 8% occupancy; memory is not the wall (MemSoL 5%, DRAM-SoL 5%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.04,0.608,433.65,3.9,24.1,13.4,0.266,27434.7,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_060037_mav0_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.037,0.323,707.41,1.6,1.1,6.3,0.052,21482.7,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::evaluate_cost_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G2-coalescing↔G4-latency,strong,"near-memory compute (latency, uncacheable set)",0.036,0.753,175.04,7.7,7.2,14.4,2.402,85833.1,long_scoreboard,"long-scoreboard dominant at 14% occupancy, DRAM-SoL 8%",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.032,0.271,18.4,3.3,7.8,77.4,0.899,37845.3,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_060037_mav0_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.032,0.352,38.75,42.4,4.0,85.4,16.083,2.8937e+06,long_scoreboard,memory-limited (MemSoL 65%) without a sharper signature,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.031,0.391,66.55,2.9,1.8,13.0,0.388,31680,long_scoreboard,"long-scoreboard dominant at 13% occupancy, DRAM-SoL 3%",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_2_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.028,0.171,33.49,5.1,3.9,23.2,2.369,50624,long_scoreboard,memory-limited but LFMR 0.17 — the L2 is earning its keep,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.026,0.469,132.16,3.4,3.9,14.3,0.649,30805.3,long_scoreboard,"long-scoreboard dominant at 14% occupancy, DRAM-SoL 3%",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.265,30.58,0.7,1.0,12.8,1.761,4949.33,barrier,"'barrier' stall dominant at 13% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.339,1194.81,1.4,1.0,6.4,0.015,9813.33,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.019,0.285,146.4,0.6,3.5,12.3,0.349,4160,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.018,0.573,62.51,4.8,1.8,18.4,0.358,31658.7,long_scoreboard,"long-scoreboard dominant at 18% occupancy, DRAM-SoL 5%",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.015,0.094,3.53,0.5,6.0,59.3,0.0,2922.67,wait,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.014,0.244,2823.53,0.6,1.0,2.1,0.005,3072,long_scoreboard,memory-limited but LFMR 0.24 — the L2 is earning its keep,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.013,0.421,2049.28,3.3,31.4,13.3,0.052,18099.2,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_060037_mav0_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.012,0.385,78.56,53.6,3.9,86.4,0.0,1.44794e+06,long_scoreboard,DRAM-SoL 54%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.316,423.19,0.5,2.4,3.7,0.0,6656,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.012,0.281,931.51,0.9,1.0,9.4,0.022,4352,long_scoreboard,memory-limited but LFMR 0.28 — the L2 is earning its keep,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.356,36.71,3.1,12.2,16.6,0.0,76032,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 9%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.251,1217.39,0.7,1.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.273,11047.62,0.6,1.0,2.1,0.0,2474.67,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.259,10500.0,0.7,1.0,2.1,0.0,2688,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.253,9407.41,0.7,1.0,2.1,0.0,2709.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.255,10952.38,0.6,1.0,2.1,0.0,2453.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.011,0.954,125.37,60.6,0,79.5,1.336,1.44922e+06,long_scoreboard,DRAM-SoL 61%; LFMR 0.95 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.355,153.41,6.9,11.6,16.4,0.0,76288,wait,"'wait' stall dominant at 16% occupancy; memory is not the wall (MemSoL 7%, DRAM-SoL 7%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=2 profiled launches — small sample",2026-07-04_060037_mav0_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.805,122.29,66.5,4.0,80.0,0.0,1.44845e+06,long_scoreboard,DRAM-SoL 66%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.855,811.7,42.7,20.9,15.8,0.113,559488,long_scoreboard,21 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.054,15.45,1.0,6.6,16.0,0.0,5760,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_060037_mav0_ncu_dellworkstation_sm89
