kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
gftt_values_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.04,0.344,38.53,43.2,4.0,85.5,16.07,3.76e+06,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.037,0.856,87.64,17.3,2.4,63.6,0.466,171088,long_scoreboard,memory-limited (MemSoL 17%) without a sharper signature,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,near-sensor SRAM (consume before DRAM),0.032,0.463,56.73,24.4,2.3,28.7,9.126,1.696e+06,long_scoreboard,memory-limited (MemSoL 25%) without a sharper signature,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.029,0.348,1250.0,1.4,4.0,5.7,0.054,10720,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.368,32.59,2.9,2.3,14.1,1.694,21101.7,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 5%, DRAM-SoL 3%)",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.304,173.1,0.7,13.5,12.4,0.303,4918.86,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.018,0.556,3399.27,9.1,31.1,14.2,0.033,50907.4,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.018,0.324,445.71,0.5,2.8,3.8,0.0,6698.67,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.235,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.017,0.289,1029.35,0.9,4.0,9.2,0.08,4809.14,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.016,0.262,2823.53,0.6,1.0,2.1,0.005,3072,long_scoreboard,memory-limited but LFMR 0.26 — the L2 is earning its keep,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.397,143.16,7.5,12.1,16.5,0.0,84096,long_scoreboard,12 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.252,10928.57,0.6,1.0,2.1,0.0,2448,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.258,9444.44,0.7,1.0,2.1,0.0,2720,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.257,10562.5,0.7,1.0,2.1,0.0,2704,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.225,11000.0,0.6,1.0,2.1,0.0,2464,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.015,0.385,79.29,58.5,4.0,87.9,0.0,1.88096e+06,long_scoreboard,DRAM-SoL 58%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.013,0.96,125.37,66.0,0,81.6,1.338,1.88224e+06,long_scoreboard,DRAM-SoL 66%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.811,121.5,73.6,4.0,82.9,0.0,1.86957e+06,long_scoreboard,DRAM-SoL 74%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.388,33.79,3.3,12.5,16.6,0.0,83840,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 3%); note: scattered access (13 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.853,713.91,46.1,18.4,20.6,0.113,637696,long_scoreboard,18 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.036,17.99,0.9,6.7,12.2,0.0,5120,long_scoreboard,memory-limited but LFMR 0.04 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_063124_kitti02_ncu_dellworkstation_sm89
