kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduced_system_stage_1_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.096,0.026,18.46,1.3,26.2,2.1,27.667,38528,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 21%, DRAM-SoL 1%); note: scattered access (26 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.077,0.333,411.86,1.5,2.0,7.1,0.059,36059.4,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.062,0.124,162.71,8.4,26.8,14.6,7.255,141152,long_scoreboard,27 sectors/request (4 = coalesced),2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.061,0.331,410.93,1.2,2.0,7.0,0.066,22473.1,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.061,0.33,292.15,3.2,6.0,8.1,1.248,59776,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,strong,"near-memory compute (latency, uncacheable set)",0.056,0.436,529.38,2.0,3.6,15.4,0.0,17609.1,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 2%",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.051,0.006,2.29,0.2,24.0,40.8,0.0,3168,wait,24 sectors/request (4 = coalesced),2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.05,0.199,35.43,11.3,10.6,82.0,1.305,174775,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.05,0.69,95.26,10.7,2.4,44.8,0.475,163566,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.046,0.663,306.98,4.2,23.8,13.6,0.393,29833.1,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.039,0.516,147.66,13.6,3.9,16.3,0.68,162615,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 14%",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,near-sensor SRAM (consume before DRAM),0.035,0.442,51.54,21.0,2.3,28.1,10.09,1.59808e+06,long_scoreboard,memory-limited (MemSoL 24%) without a sharper signature,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.032,0.862,98.24,18.9,2.4,63.9,0.415,183003,long_scoreboard,memory-limited (MemSoL 19%) without a sharper signature,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.025,0.349,1260.13,1.4,4.0,6.0,0.053,10806.9,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.281,10.99,1.0,2.3,14.0,5.024,7113.14,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.022,0.305,171.17,0.7,13.5,12.4,0.306,4864,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.018,0.324,438.89,0.5,2.9,3.8,0.0,6741.33,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.018,0.452,1968.25,5.2,30.9,14.2,0.056,28342.9,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.017,0.299,1088.06,1.0,4.0,9.3,0.076,5083.43,long_scoreboard,memory-limited but LFMR 0.30 — the L2 is earning its keep,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.016,0.262,2773.11,0.6,1.0,2.1,0.005,3017.14,long_scoreboard,memory-limited but LFMR 0.26 — the L2 is earning its keep,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.015,0.367,146.67,7.9,11.8,16.5,0.0,87680,long_scoreboard,12 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.332,4369.57,2.4,3.0,15.1,0.0,9648,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 2%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.015,0.384,77.63,57.6,3.9,87.8,0.0,1.82758e+06,long_scoreboard,DRAM-SoL 58%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.013,0.959,121.99,63.9,0,83.8,1.375,1.83078e+06,long_scoreboard,DRAM-SoL 64%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.267,10938.78,0.6,1.0,2.1,0.0,2450.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.252,11020.41,0.6,1.0,2.1,0.0,2468.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.25,10714.29,0.7,1.0,2.1,0.0,2742.86,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.257,9333.33,0.7,1.0,2.1,0.0,2688,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.81,121.59,71.6,4.0,81.9,0.0,1.80634e+06,long_scoreboard,DRAM-SoL 72%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.351,34.44,3.4,11.5,16.6,0.0,87296,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G2-coalescing,strong,near-sensor SRAM (consume before DRAM),0.007,0.885,986.39,57.5,19.6,20.3,0.087,867072,long_scoreboard,DRAM-SoL 58%; LFMR 0.88 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.052,15.28,0.9,6.6,15.5,0.0,5632,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_065210_kitti07_ncu_dellworkstation_sm89
