kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.066,0.332,412.52,1.5,2.0,7.1,0.059,36117.3,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.052,0.352,411.55,1.2,2.0,7.0,0.066,22506.7,long_scoreboard,"long-scoreboard dominant at 7% occupancy, DRAM-SoL 1%",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.052,0.329,292.04,3.2,6.0,8.1,1.249,59754.7,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.048,0.398,218.07,0.9,3.6,15.4,0.0,7285.33,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.048,0.196,35.47,10.5,10.4,79.3,1.303,178987,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.046,0.666,313.56,4.3,24.4,13.6,0.39,30473.1,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.043,0.693,95.18,10.8,2.4,45.3,0.474,167552,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::build_full_system_2_kernel,bundle_adjust,hot-persistent,G4-latency,low,borderline:G2-coalescing↔G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.041,0.383,96.69,5.3,7.5,15.5,3.033,238656,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 5%; only n=2 profiled launches — small sample",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.033,0.517,150.21,14.0,4.0,16.3,0.674,166699,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 14%",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.031,0.352,38.75,42.5,4.0,85.7,16.084,2.89357e+06,long_scoreboard,memory-limited (MemSoL 65%) without a sharper signature,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.027,0.854,87.72,17.4,2.4,62.2,0.464,167531,long_scoreboard,memory-limited (MemSoL 17%) without a sharper signature,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.306,171.81,0.7,13.5,12.4,0.305,4882.29,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.332,1226.87,1.4,4.0,6.2,0.056,10325.3,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 1%)",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.02,0.392,36.28,3.3,2.3,14.0,1.521,23488,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 5%, DRAM-SoL 3%)",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.017,0.168,162.36,7.9,24.4,14.7,7.241,146048,long_scoreboard,24 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.016,0.269,2789.92,0.6,1.0,2.1,0.005,3035.43,long_scoreboard,memory-limited but LFMR 0.27 — the L2 is earning its keep,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.013,0.003,2.04,0.2,24.0,41.5,0.0,2880,wait,24 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.012,0.386,78.56,54.4,3.9,87.0,0.0,1.44794e+06,long_scoreboard,DRAM-SoL 54%; LFMR 0.39 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.012,0.316,441.64,0.5,2.4,4.0,0.0,6720,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.011,0.956,125.37,58.6,0,80.1,1.336,1.44922e+06,long_scoreboard,DRAM-SoL 59%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.259,9407.41,0.7,1.0,2.1,0.0,2709.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.255,10952.38,0.6,1.0,2.1,0.0,2453.33,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.25,10750.0,0.7,1.0,2.1,0.0,2752,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.4,36.34,3.0,11.9,16.6,0.0,74368,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 9%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.011,0.264,11047.62,0.6,1.0,2.1,0.0,2474.67,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.01,0.806,122.28,67.0,4.0,80.2,0.0,1.44832e+06,long_scoreboard,DRAM-SoL 67%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.852,785.96,41.6,20.4,15.8,0.114,541824,long_scoreboard,20 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.005,0.509,2004.44,5.1,32.0,14.0,0.056,28864,long_scoreboard,32 sectors/request (4 = coalesced); only n=2 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.005,0.367,160.19,6.8,11.3,16.5,0.0,74752,wait,"'wait' stall dominant at 16% occupancy; memory is not the wall (MemSoL 7%, DRAM-SoL 7%); note: scattered access (11 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.005,0.289,1027.4,0.9,4.0,9.2,0.08,4800,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep; only n=2 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.004,0.266,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); only n=2 profiled launches — small sample",2026-07-04_061347_mav0_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.043,15.18,0.9,6.6,15.3,0.0,5504,long_scoreboard,memory-limited but LFMR 0.04 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_061347_mav0_ncu_dellworkstation_sm89
