kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.088,0.329,412.83,1.5,2.0,7.1,0.059,36144,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.078,0.37,425.05,4.6,6.0,8.1,0.858,86968.9,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 5%, DRAM-SoL 5%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.069,0.332,411.64,1.2,2.0,7.0,0.066,22512,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
conv_grad_y_kernel,feature_detect,streaming,G6-onchip,medium,borderline:G1-bandwidth↔G6-onchip,none,host GPU,0.069,0.446,122.57,34.0,4.0,48.3,3.462,503693,mio_throttle,dominant stall mio_throttle (7.6 warps) with DRAM unsaturated,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.065,0.106,167.01,6.1,26.6,14.6,7.053,94151.1,long_scoreboard,27 sectors/request (4 = coalesced),2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.055,0.345,196.71,0.8,3.6,15.1,0.0,5984,long_scoreboard,memory-limited but LFMR 0.35 — the L2 is earning its keep,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.053,0.581,313.7,2.8,24.0,13.4,0.37,19936,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,borderline:G0-nosignal↔G2-coalescing,n/a,—,0.045,0.007,3.47,0.3,24.0,42.9,0.0,2929.78,wait,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.045,0.208,35.98,9.0,10.6,74.4,1.285,108256,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,DRAM-PiM (bank-level bandwidth),0.044,0.657,97.12,8.7,2.4,31.0,0.464,101696,long_scoreboard,memory-limited (MemSoL 9%) without a sharper signature,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.04,0.502,108.1,10.6,3.9,15.7,0.8,101092,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 11%",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.039,0.335,38.11,43.0,4.0,85.8,16.225,3.65261e+06,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,near-sensor SRAM (consume before DRAM),0.035,0.477,46.09,23.5,2.3,30.0,11.645,1.79149e+06,long_scoreboard,memory-limited (MemSoL 33%) without a sharper signature,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.029,0.347,1255.6,1.4,4.0,5.8,0.053,10768,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.027,0.798,89.48,14.0,2.4,50.0,0.455,101648,long_scoreboard,memory-limited (MemSoL 14%) without a sharper signature,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.027,0.291,11.07,1.0,2.3,14.0,4.985,7168,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.026,0.317,172.3,0.7,13.5,12.3,0.304,4896,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (13 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.021,0.438,2053.48,3.3,30.7,13.6,0.052,18432,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.019,0.282,1017.12,0.9,4.0,9.1,0.081,4752,long_scoreboard,memory-limited but LFMR 0.28 — the L2 is earning its keep,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.019,0.261,2750.0,0.6,1.0,2.1,0.005,2992,long_scoreboard,memory-limited but LFMR 0.26 — the L2 is earning its keep,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.018,0.325,450.74,0.5,2.8,3.8,0.0,6784,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.315,3896.94,2.2,3.0,15.1,0.0,8604.44,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 2%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.257,11047.62,0.6,1.0,2.1,0.0,2474.67,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.017,0.251,10984.13,0.6,1.0,2.1,0.0,2460.44,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.016,0.439,97.03,66.4,3.9,88.2,0.0,2.28429e+06,long_scoreboard,DRAM-SoL 66%; LFMR 0.44 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.015,0.372,143.74,7.7,11.8,16.5,0.0,84821.3,long_scoreboard,12 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.243,10625.0,0.7,1.0,2.1,0.0,2720,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.255,9388.89,0.7,1.0,2.1,0.0,2704,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.014,0.959,121.85,62.7,0,82.1,1.377,1.82874e+06,long_scoreboard,DRAM-SoL 63%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.385,34.05,3.3,11.7,16.6,0.0,84608,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.809,121.58,71.6,4.0,81.4,0.0,1.80608e+06,long_scoreboard,DRAM-SoL 72%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.856,738.99,47.5,18.9,20.3,0.112,649600,long_scoreboard,19 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.054,19.35,0.9,6.6,11.2,0.0,4992,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_070429_kitti10_ncu_dellworkstation_sm89
