kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduced_system_stage_1_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.101,0.029,19.12,1.2,26.4,2.1,26.873,37540.6,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 20%, DRAM-SoL 1%); note: scattered access (26 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
trsv_lt_exec,ba_solver,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.079,0.353,416.04,1.5,2.0,7.1,0.058,36425.1,long_scoreboard,"long-scoreboard dominant at 7% occupancy, DRAM-SoL 1%",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.062,0.333,411.6,1.2,2.0,7.0,0.066,22509.7,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.061,0.328,292.06,3.2,6.0,8.1,1.249,59757.7,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.06,0.093,164.64,8.4,26.7,14.7,7.227,134416,long_scoreboard,27 sectors/request (4 = coalesced),2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,strong,"near-memory compute (latency, uncacheable set)",0.053,0.417,390.42,1.6,3.6,15.3,0.0,12818.3,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 2%",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.051,0.049,36.76,3.5,24.0,40.9,0.0,47984,wait,24 sectors/request (4 = coalesced),2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.05,0.196,35.54,10.9,10.6,79.4,1.301,166053,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.048,0.664,411.05,4.0,24.0,13.3,0.343,28845.7,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.047,0.686,95.39,10.8,2.4,42.8,0.473,155520,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.04,0.342,38.53,43.2,4.0,85.7,16.07,3.75987e+06,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.037,0.515,143.77,13.6,4.0,16.2,0.689,154697,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 14%",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.032,0.847,87.92,16.0,2.4,66.6,0.463,155502,long_scoreboard,memory-limited (MemSoL 16%) without a sharper signature,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,near-sensor SRAM (consume before DRAM),0.029,0.451,53.47,25.3,2.3,31.0,9.669,1.58413e+06,long_scoreboard,memory-limited (MemSoL 28%) without a sharper signature,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.025,0.346,1246.01,1.4,4.0,5.7,0.054,10697.1,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.289,11.04,1.0,2.3,13.9,4.998,7149.71,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.299,174.39,0.7,13.5,12.3,0.3,4955.43,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (13 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G4-latency,low,stable,strong,"near-memory compute (latency, uncacheable set)",0.019,0.536,4461.96,5.1,2.8,3.8,0.0,70058.7,long_scoreboard,"long-scoreboard dominant at 4% occupancy, DRAM-SoL 5%; only n=3 profiled launches — small sample",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.018,0.46,2196.43,4.8,30.9,15.6,0.056,26989.7,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.017,0.286,1017.61,0.9,4.0,9.2,0.081,4754.29,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.016,0.253,2722.69,0.6,1.0,2.1,0.005,2962.29,long_scoreboard,memory-limited but LFMR 0.25 — the L2 is earning its keep,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.51,236.28,12.9,12.1,16.5,0.0,144597,long_scoreboard,12 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.247,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.015,0.383,79.3,58.7,4.0,88.1,0.0,1.88109e+06,long_scoreboard,DRAM-SoL 59%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.013,0.96,125.37,65.3,0,82.4,1.338,1.88224e+06,long_scoreboard,DRAM-SoL 65%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.242,10857.14,0.6,1.0,2.1,0.0,2432,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.243,10571.43,0.7,1.0,2.1,0.0,2706.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.25,9333.33,0.7,1.0,2.1,0.0,2688,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.247,11020.41,0.6,1.0,2.1,0.0,2468.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.812,121.5,71.3,4.0,82.8,0.0,1.86957e+06,long_scoreboard,DRAM-SoL 71%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.376,35.38,3.6,12.0,16.6,0.0,93056,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 4%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.007,0.856,805.43,49.0,20.7,20.7,0.113,722048,long_scoreboard,21 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.055,15.19,1.0,6.6,15.7,0.0,5632,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_062039_kitti00_ncu_dellworkstation_sm89
