kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.055,0.397,217.96,0.9,3.6,15.4,0.0,7250.29,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.054,0.193,35.46,10.5,10.5,81.5,1.304,175598,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.051,0.005,2.09,0.2,24.0,41.2,0.0,2896,wait,24 sectors/request (4 = coalesced),2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.049,0.712,112.7,12.9,2.4,44.7,0.401,194487,long_scoreboard,memory-limited (MemSoL 13%) without a sharper signature,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.047,0.665,308.29,4.2,23.9,13.6,0.392,29961.1,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.039,0.339,38.11,43.0,4.0,85.8,16.226,3.65248e+06,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.039,0.515,148.47,13.7,4.0,16.3,0.678,163511,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 14%",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,near-sensor SRAM (consume before DRAM),0.034,0.47,51.1,23.2,2.3,28.6,10.314,1.72826e+06,long_scoreboard,memory-limited (MemSoL 28%) without a sharper signature,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.031,0.851,87.76,17.1,2.4,63.3,0.465,164297,long_scoreboard,memory-limited (MemSoL 17%) without a sharper signature,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.025,0.344,1251.6,1.4,4.0,5.7,0.054,10733.7,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.3,11.13,1.0,2.3,13.9,4.96,7204.57,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.384,632.56,2.6,13.5,12.4,0.083,17974.9,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.018,0.468,1973.33,5.1,31.2,14.0,0.056,28416,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.018,0.323,438.58,0.5,2.8,3.8,0.0,6741.33,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.017,0.289,1017.61,0.9,4.0,9.1,0.081,4754.29,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,stable,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.016,0.255,2756.3,0.6,1.0,2.1,0.005,2998.86,long_scoreboard,memory-limited but LFMR 0.26 — the L2 is earning its keep,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.373,148.39,8.0,11.8,16.4,0.0,89258.7,long_scoreboard,12 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.015,0.266,1217.39,0.7,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.015,0.384,77.62,57.5,3.9,87.9,0.0,1.82746e+06,long_scoreboard,DRAM-SoL 57%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.251,10938.78,0.6,1.0,2.1,0.0,2450.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.264,9587.3,0.7,1.0,2.1,0.0,2761.14,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.271,10571.43,0.7,1.0,2.1,0.0,2706.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.013,0.959,121.84,63.8,0,81.8,1.377,1.82861e+06,long_scoreboard,DRAM-SoL 64%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.252,10857.14,0.6,1.0,2.1,0.0,2432,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.338,34.74,3.5,12.5,16.6,0.0,88960,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 4%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.81,121.59,72.1,4.0,81.7,0.0,1.80621e+06,long_scoreboard,DRAM-SoL 72%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.007,0.856,779.09,47.5,20.1,20.5,0.113,684928,long_scoreboard,20 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.048,17.01,0.9,6.6,12.9,0.0,5120,long_scoreboard,memory-limited but LFMR 0.05 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_064805_kitti06_ncu_dellworkstation_sm89
