kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::reduced_system_stage_1_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.101,0.03,18.18,1.2,25.7,2.1,27.412,37942.9,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 20%, DRAM-SoL 1%); note: scattered access (26 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
trsv_lt_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.079,0.33,411.86,1.5,2.0,7.1,0.059,36059.4,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
trsv_ln_exec,ba_solver,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.062,0.331,411.6,1.2,2.0,7.0,0.066,22509.7,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
getrf_wo_pivot_params,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.061,0.331,291.97,3.2,6.0,8.1,1.249,59739.4,wait,"'wait' stall dominant at 8% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::reduce_abs_max_kernel,bundle_adjust,hot-persistent,G4-latency,medium,borderline:G3-l2-reuse↔G4-latency,conditional,raise occupancy first; PiM if the set defeats caches,0.056,0.388,216.43,0.8,3.6,15.4,0.0,7168,long_scoreboard,"long-scoreboard dominant at 15% occupancy, DRAM-SoL 1%",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.052,0.102,163.66,8.6,26.6,14.9,7.255,139355,long_scoreboard,27 sectors/request (4 = coalesced),2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::reduced_system_stage_12_kernel,bundle_adjust,hot-persistent,G0-nosignal,low,stable,n/a,—,0.05,0.186,35.45,11.1,10.6,80.9,1.304,171246,barrier,no dominant bottleneck signal (short/latency-tax kernels),2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.048,0.689,95.33,10.8,2.4,44.1,0.474,160384,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.047,0.658,302.08,4.1,23.3,13.6,0.394,29357.7,long_scoreboard,23 sectors/request (4 = coalesced),2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.045,0.005,2.16,0.2,24.0,41.3,0.0,2925.71,wait,24 sectors/request (4 = coalesced),2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.04,0.335,38.11,42.4,4.0,85.8,16.225,3.65261e+06,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.039,0.516,145.97,13.2,3.9,16.3,0.683,159525,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 13%",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.032,0.848,87.79,16.6,2.4,62.1,0.465,160238,long_scoreboard,memory-limited (MemSoL 17%) without a sharper signature,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.03,0.433,53.96,23.4,2.3,29.2,9.501,1.53459e+06,long_scoreboard,memory-limited (MemSoL 26%) without a sharper signature,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.025,0.341,1253.06,1.4,4.0,5.6,0.054,10752,wait,"'wait' stall dominant at 6% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.369,32.65,2.9,2.3,14.0,1.691,21138.3,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 5%, DRAM-SoL 3%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.023,0.3,172.46,0.7,13.5,12.4,0.304,4900.57,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.017,0.32,452.5,0.5,2.7,3.9,0.0,6656,long_scoreboard,memory-limited but LFMR 0.32 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.016,0.264,2722.69,0.6,1.0,2.1,0.005,2962.29,long_scoreboard,memory-limited but LFMR 0.26 — the L2 is earning its keep,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.414,1930.37,5.0,30.5,13.9,0.056,27797.3,long_scoreboard,31 sectors/request (4 = coalesced),2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.015,0.365,142.78,7.4,12.1,16.4,0.0,82090.7,long_scoreboard,12 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.015,0.286,1022.83,0.9,4.0,9.0,0.08,4778.67,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.015,0.384,77.71,57.9,3.9,88.1,0.0,1.82938e+06,long_scoreboard,DRAM-SoL 58%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.014,0.959,121.84,61.8,0,83.7,1.377,1.82861e+06,long_scoreboard,DRAM-SoL 62%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.014,0.335,4753.62,2.6,3.0,15.2,0.0,10496,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.255,10938.78,0.6,1.0,2.1,0.0,2450.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.259,10714.29,0.7,1.0,2.1,0.0,2742.86,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.268,9396.83,0.7,1.0,2.1,0.0,2706.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.337,44816.33,2.6,1.0,2.1,0.0,10038.9,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 3%)",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.305,33.27,3.2,11.9,16.6,0.0,81280,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 10%, DRAM-SoL 3%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.808,121.59,71.6,4.0,82.2,0.0,1.80621e+06,long_scoreboard,DRAM-SoL 72%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.006,0.853,702.07,44.0,18.0,19.9,0.113,612608,long_scoreboard,18 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.06,16.61,0.9,6.6,13.7,0.0,5376,long_scoreboard,memory-limited but LFMR 0.06 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_064043_kitti04_ncu_dellworkstation_sm89
