kernel,stage,persistence,class,confidence,stability,pim_affinity,substrate,time_ms,lfmr_gpu,mpki_gpu,dram_sol_pct,sectors_per_req,occupancy_pct,ai_flop_per_byte,dram_bytes_per_launch,dominant_stall,rationale,source
sba::v1T_x_M_T_x_v2_kernel,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.051,0.694,95.01,11.0,2.4,47.1,0.476,175488,long_scoreboard,memory-limited (MemSoL 11%) without a sharper signature,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::point_term_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.047,0.675,324.86,4.4,24.2,13.6,0.384,31945.1,long_scoreboard,24 sectors/request (4 = coalesced),2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
gftt_values_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G1-bandwidth↔G3-l2-reuse,weak,"weak, cache-friendly",0.04,0.343,38.43,43.2,4.0,85.6,16.107,3.74989e+06,long_scoreboard,memory-limited but LFMR 0.34 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::reduced_system_stage_3_kernel,bundle_adjust,hot-persistent,G4-latency,medium,stable,strong,"near-memory compute (latency, uncacheable set)",0.039,0.541,174.38,16.3,3.9,16.4,0.588,197943,long_scoreboard,"long-scoreboard dominant at 16% occupancy, DRAM-SoL 16%",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::calc_jacobians_kernel,bundle_adjust,hot-persistent,G2-coalescing,high,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.038,0.122,164.68,8.9,26.6,14.6,7.178,144333,long_scoreboard,27 sectors/request (4 = coalesced),2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::calc_point_update_kernel_xavier_special,bundle_adjust,hot-persistent,G1-bandwidth,low,stable,strong,DRAM-PiM (bank-level bandwidth),0.032,0.867,97.15,19.7,2.4,61.3,0.42,194670,long_scoreboard,memory-limited (MemSoL 20%) without a sharper signature,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::clear_full_system_stage_1_kernel,bundle_adjust,hot-persistent,G2-coalescing,medium,borderline:G0-nosignal↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.032,0.003,1.95,0.2,24.0,41.2,0.0,2918.4,wait,24 sectors/request (4 = coalesced),2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
lk_track_horizontal_kernel,tracking,streaming+hot,G1-bandwidth,low,borderline:G1-bandwidth↔G4-latency,strong,near-sensor SRAM (consume before DRAM),0.03,0.461,54.57,24.9,2.3,30.4,9.491,1.60115e+06,long_scoreboard,memory-limited (MemSoL 27%) without a sharper signature,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::calc_pose_update_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.028,0.358,1164.87,1.3,4.0,5.2,0.051,11337.1,wait,"'wait' stall dominant at 5% occupancy; memory is not the wall (MemSoL 2%, DRAM-SoL 1%)",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::v1T_x_M_x_v2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.024,0.301,11.16,1.0,2.3,14.0,4.948,7222.86,barrier,"'barrier' stall dominant at 14% occupancy; memory is not the wall (MemSoL 3%, DRAM-SoL 1%)",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::pose_scaling_term_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.022,0.298,171.81,0.7,13.5,12.3,0.305,4882.29,barrier,"'barrier' stall dominant at 12% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%); note: scattered access (14 sect/req) — re-screen for PiM once occupancy is fixed",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::make_prediction,bundle_adjust,hot-persistent,G3-l2-reuse,medium,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.018,0.306,2814.33,0.7,1.0,2.1,0.004,3949.71,long_scoreboard,memory-limited but LFMR 0.31 — the L2 is earning its keep,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
cub::DeviceMergeSortPartitionKernel,keypoint_sort,streaming,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,"weak, cache-friendly",0.018,0.326,462.92,0.5,3.3,3.8,0.0,7125.33,long_scoreboard,memory-limited but LFMR 0.33 — the L2 is earning its keep; only n=3 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
cub::DeviceMergeSortMergeKernel,keypoint_sort,streaming,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.016,0.374,137.18,8.6,12.0,16.5,0.0,96042.7,long_scoreboard,12 sectors/request (4 = coalesced); only n=3 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
non_max_suppression_kernel,feature_detect,streaming,G1-bandwidth,low,borderline:G1-bandwidth↔G3-l2-reuse,strong,near-sensor SRAM (consume before DRAM),0.015,0.383,79.14,59.6,4.0,87.9,0.0,1.87622e+06,long_scoreboard,DRAM-SoL 60%; LFMR 0.38 (L2 absorbing reuse); only n=1 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
copy_info_kernel,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.238,11020.41,0.6,1.0,2.1,0.0,2468.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
dtrsv_init_up,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.242,9396.83,0.7,1.0,2.1,0.0,2706.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
dtrsv_init,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.248,10642.86,0.7,1.0,2.1,0.0,2724.57,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
accumulateGFTT_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.013,0.96,125.04,65.8,0,80.8,1.341,1.87725e+06,long_scoreboard,DRAM-SoL 66%; LFMR 0.96 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
xxtrf4_set_info_ker,ba_solver,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.013,0.247,10938.78,0.6,1.0,2.1,0.0,2450.29,wait,"'wait' stall dominant at 2% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
cub::DeviceMergeSortBlockSortKernel,keypoint_sort,streaming,G7-dependency,low,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.012,0.346,32.4,3.8,11.9,16.6,0.0,95744,wait,"'wait' stall dominant at 17% occupancy; memory is not the wall (MemSoL 13%, DRAM-SoL 4%); note: scattered access (12 sect/req) — re-screen for PiM once occupancy is fixed; only n=1 profiled launches — small sample",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
downsample_gftt_x8_kernel,feature_detect,streaming,G1-bandwidth,low,stable,strong,near-sensor SRAM (consume before DRAM),0.012,0.809,121.74,73.2,4.0,82.7,0.0,1.82976e+06,long_scoreboard,DRAM-SoL 73%; LFMR 0.81 (L2 not helping); only n=1 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::update_points_kernel,bundle_adjust,hot-persistent,G2-coalescing,low,stable,conditional,scatter-capable PiM — or a data-layout fix first,0.01,0.47,2019.23,5.5,32.0,14.1,0.056,30240,long_scoreboard,32 sectors/request (4 = coalesced); only n=4 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::clear_full_system_stage_2_kernel,bundle_adjust,hot-persistent,G7-dependency,medium,stable,none,"host GPU — raise occupancy/ILP first, then re-screen",0.01,0.261,1217.39,0.6,3.0,15.1,0.0,2688,wait,"'wait' stall dominant at 15% occupancy; memory is not the wall (MemSoL 1%, DRAM-SoL 1%)",2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
sba::update_poses_kernel,bundle_adjust,hot-persistent,G3-l2-reuse,low,borderline:G3-l2-reuse↔G4-latency,weak,bigger/persisted L2 wins; PiM would forfeit the reuse,0.01,0.286,1027.4,0.9,4.0,8.9,0.08,4800,long_scoreboard,memory-limited but LFMR 0.29 — the L2 is earning its keep; only n=4 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
select_features_kernel,feature_detect,streaming,G2-coalescing,low,borderline:G1-bandwidth↔G2-coalescing,conditional,scatter-capable PiM — or a data-layout fix first,0.007,0.857,845.72,49.9,21.8,19.9,0.114,743424,long_scoreboard,22 sectors/request (4 = coalesced); only n=1 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
filter_maximums_kernel,feature_detect,streaming,G3-l2-reuse,low,borderline:G2-coalescing↔G3-l2-reuse,weak,"weak, cache-friendly",0.003,0.055,15.72,0.9,6.6,14.9,0.0,5504,long_scoreboard,memory-limited but LFMR 0.06 — the L2 is earning its keep; only n=1 profiled launches — small sample,2026-07-04_063751_kitti03_ncu_dellworkstation_sm89
